policy,mechanism_stage,status,expected_profit,var_loss,cvar_loss,worst_decile_profit,budget_usage,acreage_usage,cvar_violation,budget_violation,acreage_violation,lower_bound_violation,upper_bound_violation,rotation_violation,contract_violation,acres_Corn,acres_Soybean,acres_Winter Wheat,selected_reversal,cell_id,replication_seed,scenario_sha256,copula_family,marginal_family,kendall_tau,alpha,risk_limit
mean_variance,variance_penalty,optimal,357.9206457183961,-174.344624966409,-108.37289360458003,108.3969432755536,372.98903585798786,1.0000000000091405,True,False,False,False,False,False,False,0.716885958252485,0.19850010206201837,0.08461393969463706,False,LHS-01-001,2026071903,ffd6abdde688fb704300e41027163222a5bfed161717b51c28da685c76b63293,gaussian,gaussian,0.41464332945773824,0.9082334652395776,-121.08664054354433
loss_CVaR,economic_operational_plus_CVaR,optimal,356.97447319922026,-183.079413020299,-121.08664054354142,121.10923970457642,354.22356333383436,1.0,False,False,False,False,False,False,False,0.6186888231292209,0.29669723717757923,0.08461393969319983,False,LHS-01-001,2026071903,ffd6abdde688fb704300e41027163222a5bfed161717b51c28da685c76b63293,gaussian,gaussian,0.41464332945773824,0.9082334652395776,-121.08664054354433
ranking_proportional_repaired,ranking,repaired,333.84209038069287,-183.5352411139229,-130.87481065542653,130.89400775696848,310.75119901298854,1.0,False,False,False,False,False,False,False,0.4252761109743977,0.41731036270383504,0.15741352632176728,False,LHS-01-001,2026071904,7d24247af3179980f4ec94f3c38623f833661a06f5055d00f7ce4b82a11528ab,gaussian,gaussian,0.41464332945773824,0.9082334652395776,-120.01612295910617
expected_profit,economic_plus_operational,optimal,352.66724388724174,-169.60819736838695,-107.56016468253355,107.58278398840666,372.9890358551444,1.0,True,False,False,False,False,False,False,0.7168859582485827,0.19850010205821747,0.08461393969319983,False,LHS-01-001,2026071904,7d24247af3179980f4ec94f3c38623f833661a06f5055d00f7ce4b82a11528ab,gaussian,gaussian,0.41464332945773824,0.9082334652395776,-120.01612295910617
mean_variance,variance_penalty,optimal,352.66724389396074,-169.60819737132556,-107.56016468527419,107.58278399114737,372.9890358614005,1.0000000000201243,True,False,False,False,False,False,False,0.7168859582571531,0.19850010206660587,0.08461393969636546,False,LHS-01-001,2026071904,7d24247af3179980f4ec94f3c38623f833661a06f5055d00f7ce4b82a11528ab,gaussian,gaussian,0.41464332945773824,0.9082334652395776,-120.01612295910617
loss_CVaR,economic_operational_plus_CVaR,optimal,351.9324791297069,-179.45811708963157,-120.01612295910314,120.03779224640756,354.5201090748988,1.0,False,False,False,False,False,False,False,0.620240606180317,0.2951454541264832,0.08461393969319983,False,LHS-01-001,2026071904,7d24247af3179980f4ec94f3c38623f833661a06f5055d00f7ce4b82a11528ab,gaussian,gaussian,0.41464332945773824,0.9082334652395776,-120.01612295910617
ranking_proportional_repaired,ranking,repaired,337.0567442246616,-183.3776886192088,-131.45273747365346,131.47166645982057,310.75119901298854,1.0,False,False,False,False,False,False,False,0.4252761109743977,0.41731036270383504,0.15741352632176728,False,LHS-01-001,2026071905,4fc0e24364ba271c76d9bf322907968e0b44fdf6c255117065cb262ef07a6be6,gaussian,gaussian,0.41464332945773824,0.9082334652395776,-119.89173439543336
expected_profit,economic_plus_operational,optimal,355.93011254473464,-168.7765024832023,-106.63015288531818,106.65280803213918,372.9890358551444,1.0,True,False,False,False,False,False,False,0.7168859582485827,0.19850010205821747,0.08461393969319983,False,LHS-01-001,2026071905,4fc0e24364ba271c76d9bf322907968e0b44fdf6c255117065cb262ef07a6be6,gaussian,gaussian,0.41464332945773824,0.9082334652395776,-119.89173439543336
mean_variance,variance_penalty,optimal,355.93011254473464,-168.7765024832023,-106.63015288531818,106.65280803213918,372.9890358551444,1.0,True,False,False,False,False,False,False,0.7168859582485827,0.19850010205821747,0.08461393969319983,False,LHS-01-001,2026071905,4fc0e24364ba271c76d9bf322907968e0b44fdf6c255117065cb262ef07a6be6,gaussian,gaussian,0.41464332945773824,0.9082334652395776,-119.89173439543336
loss_CVaR,economic_operational_plus_CVaR,optimal,355.25506311312057,-178.8979684568187,-119.89173439543055,119.91324482853986,354.09494234533355,1.0,False,False,False,False,False,False,False,0.6180157671977672,0.29737029310903296,0.08461393969319983,False,LHS-01-001,2026071905,4fc0e24364ba271c76d9bf322907968e0b44fdf6c255117065cb262ef07a6be6,gaussian,gaussian,0.41464332945773824,0.9082334652395776,-119.89173439543336
ranking_proportional_repaired,ranking,repaired,336.6714912275559,-176.64114060381578,-103.26891388669122,103.31959916053783,310.75119901298854,1.0,False,False,False,False,False,False,False,0.4252761109743977,0.41731036270383504,0.15741352632176728,False,LHS-01-002,2026071901,2ca40dc767fab87bb2f20c74775cbe9a6ac8f2711ef46dc9b2dfcde8340073db,gaussian,student_t_df5,0.42716815838081795,0.9325466287604687,-98.92900679781663
expected_profit,economic_plus_operational,optimal,350.1767771288198,-177.5144055660838,-98.13488939072137,98.18972447880817,334.0765732847353,1.0,True,False,False,False,False,False,False,0.5211907571428336,0.37725534744951594,0.10155389540765052,False,LHS-01-002,2026071901,2ca40dc767fab87bb2f20c74775cbe9a6ac8f2711ef46dc9b2dfcde8340073db,gaussian,student_t_df5,0.42716815838081795,0.9325466287604687,-98.92900679781663
