policy,mechanism_stage,status,expected_profit,var_loss,cvar_loss,worst_decile_profit,budget_usage,acreage_usage,cvar_violation,budget_violation,acreage_violation,lower_bound_violation,upper_bound_violation,rotation_violation,contract_violation,acres_Corn,acres_Soybean,acres_Winter Wheat,selected_reversal,cell_id,replication_seed,scenario_sha256,copula_family,marginal_family,kendall_tau,alpha,risk_limit
loss_CVaR,economic_operational_plus_CVaR,optimal,361.52631864099965,-198.04748750051607,-179.77142032907696,179.81361334213557,346.4417297746398,1.0,False,False,False,False,False,False,False,0.5567105078196404,0.40409396143691767,0.03919553074344192,False,LHS-01-015,2026071904,67853f5112d2689d17e7f240216db50d3974ef7d5b28fb6ed16a99bf101a570a,gaussian,empirical_resample,0.034084332908541584,0.9575980174836762,-179.30846046602582
ranking_proportional_repaired,ranking,repaired,335.95969915698146,-198.35917885701483,-178.4998166073363,178.54562917393667,310.75119901298854,1.0,True,False,False,False,False,False,False,0.4252761109743977,0.41731036270383504,0.15741352632176728,False,LHS-01-015,2026071905,3a8f0e1ec658850789759b608bdb1d64852f54b221bc90637dd242be654e879c,gaussian,empirical_resample,0.034084332908541584,0.9575980174836762,-180.36901678864635
expected_profit,economic_plus_operational,optimal,364.1753000888181,-200.5099028103186,-180.8469189215311,180.89255468044956,346.44172977463984,1.0,False,False,False,False,False,False,False,0.5567105078196404,0.4040939614369177,0.03919553074344192,False,LHS-01-015,2026071905,3a8f0e1ec658850789759b608bdb1d64852f54b221bc90637dd242be654e879c,gaussian,empirical_resample,0.034084332908541584,0.9575980174836762,-180.36901678864635
mean_variance,variance_penalty,optimal,364.1753000952277,-200.5099028141013,-180.84691892496284,180.89255468388242,346.44172978056247,1.0000000000190532,False,False,False,False,False,False,False,0.5567105078277355,0.4040939614449136,0.039195530746404104,False,LHS-01-015,2026071905,3a8f0e1ec658850789759b608bdb1d64852f54b221bc90637dd242be654e879c,gaussian,empirical_resample,0.034084332908541584,0.9575980174836762,-180.36901678864635
loss_CVaR,economic_operational_plus_CVaR,optimal,364.17530008881806,-200.50990281031858,-180.8469189215311,180.89255468044956,346.4417297746398,1.0,False,False,False,False,False,False,False,0.5567105078196404,0.40409396143691767,0.03919553074344192,False,LHS-01-015,2026071905,3a8f0e1ec658850789759b608bdb1d64852f54b221bc90637dd242be654e879c,gaussian,empirical_resample,0.034084332908541584,0.9575980174836762,-180.36901678864635
ranking_proportional_repaired,ranking,repaired,336.81079601809427,-176.28769732998015,-119.30286417036749,119.33279672608464,310.75119901298854,1.0,False,False,False,False,False,False,False,0.4252761109743977,0.41731036270383504,0.15741352632176728,False,LHS-01-016,2026071901,6ed4b0a75ad2a81acc50f614572166704cad6eab56f6b917a226715ed0f62f00,gaussian,gaussian,0.5776689386219479,0.9057495331801046,-115.52790985781172
expected_profit,economic_plus_operational,optimal,345.6054019731904,-171.51058332322586,-109.40663522142968,109.43925670654671,341.9592222198877,1.0,True,False,False,False,False,False,False,0.572778133336532,0.3035783172367731,0.12364354942669488,False,LHS-01-016,2026071901,6ed4b0a75ad2a81acc50f614572166704cad6eab56f6b917a226715ed0f62f00,gaussian,gaussian,0.5776689386219479,0.9057495331801046,-115.52790985781172
mean_variance,variance_penalty,optimal,345.6054019731904,-171.51058332322586,-109.40663522142968,109.43925670654671,341.9592222198877,1.0,True,False,False,False,False,False,False,0.572778133336532,0.3035783172367731,0.12364354942669488,False,LHS-01-016,2026071901,6ed4b0a75ad2a81acc50f614572166704cad6eab56f6b917a226715ed0f62f00,gaussian,gaussian,0.5776689386219479,0.9057495331801046,-115.52790985781172
loss_CVaR,economic_operational_plus_CVaR,optimal,345.1918147648868,-176.089262260476,-115.52790985780938,115.55972106009932,330.37412993342855,0.9999999999999999,False,False,False,False,False,False,False,0.5121549397914819,0.3642015107818232,0.12364354942669488,False,LHS-01-016,2026071901,6ed4b0a75ad2a81acc50f614572166704cad6eab56f6b917a226715ed0f62f00,gaussian,gaussian,0.5776689386219479,0.9057495331801046,-115.52790985781172
ranking_proportional_repaired,ranking,repaired,337.2407358173047,-174.07673759549084,-118.21721892591356,118.24656038507388,310.75119901298854,1.0,False,False,False,False,False,False,False,0.4252761109743977,0.41731036270383504,0.15741352632176728,False,LHS-01-016,2026071902,059ed5606b1d62ab9770fd3b2820773e4564913dd7e3701a7a9f1cec8c579039,gaussian,gaussian,0.5776689386219479,0.9057495331801046,-114.51891510701198
expected_profit,economic_plus_operational,optimal,346.1237590135096,-169.37497426978,-108.52193302726062,108.55389744562522,341.9592222198877,1.0,True,False,False,False,False,False,False,0.572778133336532,0.3035783172367731,0.12364354942669488,False,LHS-01-016,2026071902,059ed5606b1d62ab9770fd3b2820773e4564913dd7e3701a7a9f1cec8c579039,gaussian,gaussian,0.5776689386219479,0.9057495331801046,-114.51891510701198
mean_variance,variance_penalty,optimal,346.1237590135096,-169.37497426978,-108.52193302726062,108.55389744562522,341.9592222198877,1.0,True,False,False,False,False,False,False,0.572778133336532,0.3035783172367731,0.12364354942669488,False,LHS-01-016,2026071902,059ed5606b1d62ab9770fd3b2820773e4564913dd7e3701a7a9f1cec8c579039,gaussian,gaussian,0.5776689386219479,0.9057495331801046,-114.51891510701198
loss_CVaR,economic_operational_plus_CVaR,optimal,345.67738219414184,-173.79071662049628,-114.5189151070094,114.55004894390754,330.4295604583275,1.0,False,False,False,False,False,False,False,0.5124450000996918,0.3639114504736133,0.12364354942669488,False,LHS-01-016,2026071902,059ed5606b1d62ab9770fd3b2820773e4564913dd7e3701a7a9f1cec8c579039,gaussian,gaussian,0.5776689386219479,0.9057495331801046,-114.51891510701198
ranking_proportional_repaired,ranking,repaired,338.4112528270973,-179.3732853836022,-121.03553251396846,121.0661757209652,310.75119901298854,1.0,False,False,False,False,False,False,False,0.4252761109743977,0.41731036270383504,0.15741352632176728,False,LHS-01-016,2026071903,151df1d6304eb1a57072be6e0ef1b5a714187961671dcb8df331d33420c7c2a6,gaussian,gaussian,0.5776689386219479,0.9057495331801046,-117.45379110560232
expected_profit,economic_plus_operational,optimal,347.56031940675786,-174.29428430484828,-111.64582072456022,111.67872822858781,341.9592222198877,1.0,True,False,False,False,False,False,False,0.572778133336532,0.3035783172367731,0.12364354942669488,False,LHS-01-016,2026071903,151df1d6304eb1a57072be6e0ef1b5a714187961671dcb8df331d33420c7c2a6,gaussian,gaussian,0.5776689386219479,0.9057495331801046,-117.45379110560232
mean_variance,variance_penalty,optimal,347.56031941983724,-174.2942843119689,-111.64582072927047,111.67872823329934,341.95922223190615,1.0000000000386453,True,False,False,False,False,False,False,0.5727781333530141,0.30357831725285694,0.12364354943277436,False,LHS-01-016,2026071903,151df1d6304eb1a57072be6e0ef1b5a714187961671dcb8df331d33420c7c2a6,gaussian,gaussian,0.5776689386219479,0.9057495331801046,-117.45379110560232
loss_CVaR,economic_operational_plus_CVaR,optimal,347.0107578901419,-179.39589974926693,-117.45379110559969,117.48632758092852,330.5642919675427,0.9999999999999999,False,False,False,False,False,False,False,0.513150031545088,0.3632064190282171,0.12364354942669488,False,LHS-01-016,2026071903,151df1d6304eb1a57072be6e0ef1b5a714187961671dcb8df331d33420c7c2a6,gaussian,gaussian,0.5776689386219479,0.9057495331801046,-117.45379110560232
ranking_proportional_repaired,ranking,repaired,333.66251232670584,-175.36198558856327,-119.62623394646093,119.65551039422716,310.75119901298854,1.0,False,False,False,False,False,False,False,0.4252761109743977,0.41731036270383504,0.15741352632176728,False,LHS-01-016,2026071904,8a5c0250e90c56d1cdff7da379cef4e3956a9eac347a643f48e1bfeccf486583,gaussian,gaussian,0.5776689386219479,0.9057495331801046,-116.17576218724008
expected_profit,economic_plus_operational,optimal,342.4270740944798,-171.9190725040373,-110.58065201782154,110.61287139246922,341.9592222198877,1.0,True,False,False,False,False,False,False,0.572778133336532,0.3035783172367731,0.12364354942669488,False,LHS-01-016,2026071904,8a5c0250e90c56d1cdff7da379cef4e3956a9eac347a643f48e1bfeccf486583,gaussian,gaussian,0.5776689386219479,0.9057495331801046,-116.17576218724008
