policy,source_policy_id,selection_rule,variance_reduction_target,gamma,allocation_Corn,allocation_Soybean,allocation_Winter_Wheat,gaussian_expected_profit,gaussian_profit_variance,student_t_evaluation_expected_profit,student_t_evaluation_loss_CVaR,risk_ceiling,operational_feasible,risk_ceiling_feasible,solver_status,evaluation_law
Selected Gaussian mean-variance policy,xMV_variance_target_selected,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,0.313972736195,0.543025099531,0.143002164273,206.555450882,5733.4636871,206.63107308,-43.3691087682,-45.733313331,True,False,optimal,student_t_copula_df4_student_t_df5_marginal
