heuristic_policy,projection_method,projection_status,projection_solver,projection_set,full_investment_required,idle_land_allowed,cvar_ceiling_in_projection,tie_break_rule,projection_distance_l1,projection_distance_l2,raw_Corn,raw_Soybean,raw_Winter_Wheat,projected_Corn,projected_Soybean,projected_Winter_Wheat,expected_profit,var_loss,cvar_loss,worst_decile_profit,budget_usage,acreage_usage,cvar_violation,budget_violation,acreage_violation,lower_bound_violation,upper_bound_violation,rotation_violation,contract_violation,shared_capacity_violation,acres_Corn,acres_Soybean,acres_Winter Wheat,pairwise_reversal_count,reversed_pairs,selected_pairwise_reversal,selected_complete_rank_reversal,selected_strong_reversal,strong_reversal_pairs,classification,top_ranked_crop,top_ranked_allocation,acreage_order_tolerance,near_zero_tolerance,idle_land,profit_variance,risk_feasible
suitability_proportional,euclidean_l2,projected,scipy_SLSQP,full_investment_land_equality_budget_crop_bounds_rotation_contract_and shared_labour_and_equipment_capacities,True,False,False,not required: strictly convex objective,0,0,0.312151838349,0.315132520582,0.37271564107,0.312151838349,0.315132520582,0.37271564107,187.405471039,-86.4730606478,-53.065890611,53.5798470731,306.297523504,1,False,False,False,False,False,False,False,False,0.312151838349,0.315132520582,0.37271564107,0,,False,False,False,,no_reversal,Winter Wheat,0.37271564107,0.0001,0.0001,0,3801.0715212,True
suitability_proportional,l1_lexicographic,projected,scipy_HiGHS,full_investment_land_equality_budget_crop_bounds_rotation_contract_and shared_labour_and_equipment_capacities,True,False,False,minimize crop-order weighted allocation on the L1-optimal face,1.00000008274e-10,1.00000008274e-10,0.312151838349,0.315132520582,0.37271564107,0.312151838349,0.315132520582,0.37271564097,187.405471025,-86.4730606448,-53.0658906031,53.5798470653,306.297523486,0.9999999999,False,False,False,False,False,False,False,False,0.312151838349,0.315132520582,0.37271564097,0,,False,False,False,,no_reversal,Winter Wheat,0.37271564097,0.0001,0.0001,1.00000008274e-10,3801.07152083,True
winner_take_all,euclidean_l2,projected,scipy_SLSQP,full_investment_land_equality_budget_crop_bounds_rotation_contract_and shared_labour_and_equipment_capacities,True,False,False,not required: strictly convex objective,0.8,0.489897948557,0,0,1,0.200000000398,0.199999999602,0.6,169.604381554,-85.207206133,-59.3539429385,59.7516854492,258.817102077,1,False,False,False,False,False,False,False,False,0.200000000398,0.199999999602,0.6,0,,False,False,False,,no_reversal,Winter Wheat,0.6,0.0001,0.0001,1.11022302463e-16,2691.12301419,True
winner_take_all,l1_lexicographic,projected,scipy_HiGHS,full_investment_land_equality_budget_crop_bounds_rotation_contract_and shared_labour_and_equipment_capacities,True,False,False,minimize crop-order weighted allocation on the L1-optimal face,0.8000000001,0.509901951428,0,0,1,0.30000000005,0.1,0.59999999995,166.622695264,-87.7149972728,-57.273380947,57.7417135058,280.591950751,1,False,False,False,False,False,False,False,False,0.30000000005,0.1,0.59999999995,1,Soybean<Corn,True,False,False,,selected_pairwise_reversal,Winter Wheat,0.59999999995,0.0001,0.0001,0,2554.37104791,True
equal_share,euclidean_l2,projected,scipy_SLSQP,full_investment_land_equality_budget_crop_bounds_rotation_contract_and shared_labour_and_equipment_capacities,True,False,False,not required: strictly convex objective,0,0,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,190.437787214,-86.9773243813,-51.4347140026,51.981523393,314.90536225,1,False,False,False,False,False,False,False,False,0.333333333333,0.333333333333,0.333333333333,0,,False,False,False,,no_reversal,Winter Wheat,0.333333333333,0.0001,0.0001,0,4051.17781022,True
equal_share,l1_lexicographic,projected,scipy_HiGHS,full_investment_land_equality_budget_crop_bounds_rotation_contract_and shared_labour_and_equipment_capacities,True,False,False,minimize crop-order weighted allocation on the L1-optimal face,1.00000008274e-10,1.00000008274e-10,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333233,190.4377872,-86.9773243689,-51.4347139946,51.9815233849,314.905362233,0.9999999999,False,False,False,False,False,False,False,False,0.333333333333,0.333333333333,0.333333333233,0,,False,False,False,,no_reversal,Winter Wheat,0.333333333233,0.0001,0.0001,1.00000008274e-10,4051.17780986,True
