policy,row_type,gamma,declared_benchmark,policy_solver_generated,solver_status,solver_message,mean_variance_objective,feasibility_max_violation,full_investment_residual,matched_kendall_tau,evaluation_law,gaussian_lower_tail_dependence,lower_tail_dependence,gaussian_profit_variance,gaussian_expected_profit,evaluation_profit_variance,evaluation_loss_CVaR,evaluation_expected_profit,risk_ceiling,xMV_vs_xT_allocation_L1,xMV_evaluation_CVaR_minus_xT,benchmark_gaussian_variance,gaussian_variance_reduction,gaussian_variance_reduction_fraction,variance_diversification_criterion,allocation_disagreement_criterion,tail_inferiority_criterion,strong_risk_ceiling_violation_criterion,weak_diversification_failure,strong_diversification_failure,selected_policy,xT_ceiling_slack,tail_and_ceiling_conditions_numerically_dependent,selection_rule,variance_reduction_target,selected_gamma,selected_gamma_is_interior,weak_failure_gamma_intervals,strong_failure_gamma_intervals,allocation_Corn,allocation_Soybean,allocation_Winter_Wheat,pairwise_reversal_count,reversed_pairs,selected_pairwise_reversal,selected_complete_rank_reversal,selected_strong_reversal,strong_reversal_pairs,classification,top_ranked_crop,top_ranked_allocation,acreage_order_tolerance,near_zero_tolerance,frontier_points,frontier_gamma_start,frontier_gamma_stop,frontier_gamma_step,x0_matches_gamma_zero_L1,minimum_evaluation_CVaR,gaussian_scenario_count,evaluation_scenario_count,scenario_seed,student_t_copula_df,evaluation_marginal,alpha,risk_tolerance,gaussian_sample_mean_max_error,criterion_definition
x0_expected_profit_under_matched_gaussian,registered_policy,,True,True,optimal,Optimization terminated successfully. (HiGHS Status 7: Optimal),,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,,,6765.62398769,,,,,,,,,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
xMV_variance_target_selected,registered_policy,0.0082,False,True,optimal,Optimization terminated successfully,159.541048648,1.7763568394e-15,1.7763568394e-15,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,5733.4636871,206.555450882,5304.1024542,-43.3691087682,206.63107308,-45.733313331,0.0896739482188,2.36420456275,6765.62398769,1032.16030059,0.152559512984,True,True,True,True,True,True,True,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.313972736195,0.543025099531,0.143002164273,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.143002164273,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
xT_CVaR_under_student_t_evaluation,registered_policy,,False,True,optimal,Optimization terminated successfully. (HiGHS Status 7: Optimal),,1.11022302463e-16,1.11022302463e-16,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,5359.1767273,203.345036987,4953.90247758,-45.733313331,203.423306309,-45.733313331,,,6765.62398769,,,,,,,,,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.328223796739,0.498188125422,0.173588077839,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.173588077839,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
expected_profit_under_evaluation_law_diagnostic,registered_policy,,False,True,optimal,Optimization terminated successfully. (HiGHS Status 7: Optimal),,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,,,6765.62398769,,,,,,,,,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0000,mean_variance_frontier,0,False,True,optimal,Optimization terminated successfully,214.215060271,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0001,mean_variance_frontier,0.0001,False,True,optimal,Optimization terminated successfully,213.538497872,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0002,mean_variance_frontier,0.0002,False,True,optimal,Optimization terminated successfully,212.861935473,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0003,mean_variance_frontier,0.0003,False,True,optimal,Optimization terminated successfully,212.185373075,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0004,mean_variance_frontier,0.0004,False,True,optimal,Optimization terminated successfully,211.508810676,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0005,mean_variance_frontier,0.0005,False,True,optimal,Optimization terminated successfully,210.832248277,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0006,mean_variance_frontier,0.0006,False,True,optimal,Optimization terminated successfully,210.155685878,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0007,mean_variance_frontier,0.0007,False,True,optimal,Optimization terminated successfully,209.47912348,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0008,mean_variance_frontier,0.0008,False,True,optimal,Optimization terminated successfully,208.802561081,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0009,mean_variance_frontier,0.0009,False,True,optimal,Optimization terminated successfully,208.125998682,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0010,mean_variance_frontier,0.001,False,True,optimal,Optimization terminated successfully,207.449436283,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0011,mean_variance_frontier,0.0011,False,True,optimal,Optimization terminated successfully,206.772873884,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0012,mean_variance_frontier,0.0012,False,True,optimal,Optimization terminated successfully,206.096311486,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0013,mean_variance_frontier,0.0013,False,True,optimal,Optimization terminated successfully,205.419749087,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0014,mean_variance_frontier,0.0014,False,True,optimal,Optimization terminated successfully,204.743186688,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0015,mean_variance_frontier,0.0015,False,True,optimal,Optimization terminated successfully,204.066624289,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0016,mean_variance_frontier,0.0016,False,True,optimal,Optimization terminated successfully,203.390061891,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0017,mean_variance_frontier,0.0017,False,True,optimal,Optimization terminated successfully,202.713499492,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0018,mean_variance_frontier,0.0018,False,True,optimal,Optimization terminated successfully,202.036937093,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0019,mean_variance_frontier,0.0019,False,True,optimal,Optimization terminated successfully,201.360374694,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0020,mean_variance_frontier,0.002,False,True,optimal,Optimization terminated successfully,200.683812296,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0021,mean_variance_frontier,0.0021,False,True,optimal,Optimization terminated successfully,200.007249897,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
