policy,row_type,gamma,declared_benchmark,policy_solver_generated,solver_status,solver_message,mean_variance_objective,feasibility_max_violation,full_investment_residual,matched_kendall_tau,evaluation_law,gaussian_lower_tail_dependence,lower_tail_dependence,gaussian_profit_variance,gaussian_expected_profit,evaluation_profit_variance,evaluation_loss_CVaR,evaluation_expected_profit,risk_ceiling,xMV_vs_xT_allocation_L1,xMV_evaluation_CVaR_minus_xT,benchmark_gaussian_variance,gaussian_variance_reduction,gaussian_variance_reduction_fraction,variance_diversification_criterion,allocation_disagreement_criterion,tail_inferiority_criterion,strong_risk_ceiling_violation_criterion,weak_diversification_failure,strong_diversification_failure,selected_policy,xT_ceiling_slack,tail_and_ceiling_conditions_numerically_dependent,selection_rule,variance_reduction_target,selected_gamma,selected_gamma_is_interior,weak_failure_gamma_intervals,strong_failure_gamma_intervals,allocation_Corn,allocation_Soybean,allocation_Winter_Wheat,pairwise_reversal_count,reversed_pairs,selected_pairwise_reversal,selected_complete_rank_reversal,selected_strong_reversal,strong_reversal_pairs,classification,top_ranked_crop,top_ranked_allocation,acreage_order_tolerance,near_zero_tolerance,frontier_points,frontier_gamma_start,frontier_gamma_stop,frontier_gamma_step,x0_matches_gamma_zero_L1,minimum_evaluation_CVaR,gaussian_scenario_count,evaluation_scenario_count,scenario_seed,student_t_copula_df,evaluation_marginal,alpha,risk_tolerance,gaussian_sample_mean_max_error,criterion_definition
Gaussian_MV_frontier_gamma_0.0041,mean_variance_frontier,0.0041,False,True,optimal,Optimization terminated successfully,186.476001921,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0042,mean_variance_frontier,0.0042,False,True,optimal,Optimization terminated successfully,185.799439523,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0043,mean_variance_frontier,0.0043,False,True,optimal,Optimization terminated successfully,185.122877124,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0044,mean_variance_frontier,0.0044,False,True,optimal,Optimization terminated successfully,184.446314725,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0045,mean_variance_frontier,0.0045,False,True,optimal,Optimization terminated successfully,183.769752326,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0046,mean_variance_frontier,0.0046,False,True,optimal,Optimization terminated successfully,183.093189928,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0047,mean_variance_frontier,0.0047,False,True,optimal,Optimization terminated successfully,182.416627529,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0048,mean_variance_frontier,0.0048,False,True,optimal,Optimization terminated successfully,181.74006513,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0049,mean_variance_frontier,0.0049,False,True,optimal,Optimization terminated successfully,181.063502731,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0050,mean_variance_frontier,0.005,False,True,optimal,Optimization terminated successfully,180.386940332,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0051,mean_variance_frontier,0.0051,False,True,optimal,Optimization terminated successfully,179.710377934,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0052,mean_variance_frontier,0.0052,False,True,optimal,Optimization terminated successfully,179.033815535,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0053,mean_variance_frontier,0.0053,False,True,optimal,Optimization terminated successfully,178.357253136,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0054,mean_variance_frontier,0.0054,False,True,optimal,Optimization terminated successfully,177.680690737,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0055,mean_variance_frontier,0.0055,False,True,optimal,Optimization terminated successfully,177.004128339,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0056,mean_variance_frontier,0.0056,False,True,optimal,Optimization terminated successfully,176.32756594,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0057,mean_variance_frontier,0.0057,False,True,optimal,Optimization terminated successfully,175.651003541,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0058,mean_variance_frontier,0.0058,False,True,optimal,Optimization terminated successfully,174.974441142,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0059,mean_variance_frontier,0.0059,False,True,optimal,Optimization terminated successfully,174.297878744,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0060,mean_variance_frontier,0.006,False,True,optimal,Optimization terminated successfully,173.621316345,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0061,mean_variance_frontier,0.0061,False,True,optimal,Optimization terminated successfully,172.944753946,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0062,mean_variance_frontier,0.0062,False,True,optimal,Optimization terminated successfully,172.268191547,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0063,mean_variance_frontier,0.0063,False,True,optimal,Optimization terminated successfully,171.591629148,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0064,mean_variance_frontier,0.0064,False,True,optimal,Optimization terminated successfully,170.91506675,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0065,mean_variance_frontier,0.0065,False,True,optimal,Optimization terminated successfully,170.238504351,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0066,mean_variance_frontier,0.0066,False,True,optimal,Optimization terminated successfully,169.561941952,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,6765.62398769,214.215060271,6275.6125801,-36.5484938071,214.284366793,-45.733313331,0.303623749156,9.18481952389,6765.62398769,0,0,False,True,True,True,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.27997165122,0.65,0.0700283487798,2,Winter Wheat<Soybean;Winter Wheat<Corn,True,True,False,,selected_complete_rank_reversal,Winter Wheat,0.0700283487798,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
