cell_id,copula_family,marginal_family,seed,scenario_rows,scenario_columns,scenario_sha256,exact_repeat,all_finite,solver_status,kkt_primal_residual,kkt_stationarity_residual,optimal_face_status,reversal_classification,manuscript_admissible,copula_ordering_scope
ANCHOR-001,gaussian,gaussian,2026071901,64,3,ce285f8f8e5db2a456e14d55c49affac0927f8c948199c2c1a4d7ba0b73ac8cd,True,True,optimal,0.0,0.0,solved,No reversal,NO,WITHIN_NAMED_FAMILY_ONLY; scalar tail dependence is not a cross-family order
ANCHOR-005,student_t_df4,student_t_df5,2026071902,64,3,f16badfebd4aef9e1bcf38dbf33f5f41dae2175979e8aa6de396076c6104a320,True,True,optimal,0.0,5.684341886080802e-14,solved,Universal reversal,NO,WITHIN_NAMED_FAMILY_ONLY; scalar tail dependence is not a cross-family order
ANCHOR-009,clayton,empirical_resample,2026071903,64,3,6ba418861a02b18c9ac7dabd65b42f70c7447bbf47b3ccbb842d50bfd0e4ff92,True,True,optimal,0.0,0.0,solved,No reversal,NO,WITHIN_NAMED_FAMILY_ONLY; scalar tail dependence is not a cross-family order
