design_id,design_sha256,experiment_id,contrast_id,metric,check_n,finite_n,estimate,ci_low,ci_high,half_width,interval_width,precision_target,precision_pass,binary_metric,familywise_coverage,multiplicity_count,experiment_stopped_at_check,experiment_stop_reason,all_registered_primary_intervals_pass,evidence_status
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E6,E6-DOMINATED_OPTION_NULL-QXF,information_interaction,16,16,0,0,0,0,0,1,True,False,0.95,3,True,PRECISION_ACHIEVED,True,PRECISION_PASSED
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E6,E6-ROBUST_OPTION_SUBSTITUTES-QXF,information_interaction,16,16,-3.11370363575,-3.4760100142,-2.75139725731,0.362306378443,0.724612756885,1,True,False,0.95,3,True,PRECISION_ACHIEVED,True,PRECISION_PASSED
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E6,E6-SPECIALIZATION_UNLOCKS-QXF,information_interaction,16,16,3.25776066213,2.78791579635,3.7276055279,0.469844865772,0.939689731544,1,True,False,0.95,3,True,PRECISION_ACHIEVED,True,PRECISION_PASSED
