design_id,design_sha256,experiment_id,contrast_id,metric,check_n,finite_n,estimate,ci_low,ci_high,half_width,interval_width,precision_target,precision_pass,binary_metric,familywise_coverage,multiplicity_count,experiment_stopped_at_check,experiment_stop_reason,all_registered_primary_intervals_pass,evidence_status,promotion_status
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E1,E1-GAP-+0005.0-VS-TIE,allocation_l1,64,64,1.03125,0.674965332539,1.38753466746,0.356284667461,0.712569334922,0.08,False,False,0.95,8,True,MAXIMUM_REACHED_PRECISION_FAILED,False,PRECISION_FAILED,NON_PROMOTED_EXPERIMENT_PRECISION_FAILED
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E1,E1-GAP-+0005.0-VS-TIE,selected_reversal_change,64,64,0,0,0.104604228513,0.0523021142564,0.104604228513,0.38,True,True,0.95,8,True,MAXIMUM_REACHED_PRECISION_FAILED,False,PRECISION_PASSED,NON_PROMOTED_EXPERIMENT_PRECISION_FAILED
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E1,E1-GAP-+0025.0-VS-TIE,allocation_l1,64,64,1.03125,0.674965332539,1.38753466746,0.356284667461,0.712569334922,0.08,False,False,0.95,8,True,MAXIMUM_REACHED_PRECISION_FAILED,False,PRECISION_FAILED,NON_PROMOTED_EXPERIMENT_PRECISION_FAILED
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E1,E1-GAP-+0025.0-VS-TIE,selected_reversal_change,64,64,0,0,0.104604228513,0.0523021142564,0.104604228513,0.38,True,True,0.95,8,True,MAXIMUM_REACHED_PRECISION_FAILED,False,PRECISION_PASSED,NON_PROMOTED_EXPERIMENT_PRECISION_FAILED
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E1,E1-GAP-+0100.0-VS-TIE,allocation_l1,64,64,1.03125,0.674965332539,1.38753466746,0.356284667461,0.712569334922,0.08,False,False,0.95,8,True,MAXIMUM_REACHED_PRECISION_FAILED,False,PRECISION_FAILED,NON_PROMOTED_EXPERIMENT_PRECISION_FAILED
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E1,E1-GAP-+0100.0-VS-TIE,selected_reversal_change,64,64,0,0,0.104604228513,0.0523021142564,0.104604228513,0.38,True,True,0.95,8,True,MAXIMUM_REACHED_PRECISION_FAILED,False,PRECISION_PASSED,NON_PROMOTED_EXPERIMENT_PRECISION_FAILED
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E1,E1-GAP--0025.0-VS-TIE,allocation_l1,64,64,0.96875,0.612465332539,1.32503466746,0.356284667461,0.712569334922,0.08,False,False,0.95,8,True,MAXIMUM_REACHED_PRECISION_FAILED,False,PRECISION_FAILED,NON_PROMOTED_EXPERIMENT_PRECISION_FAILED
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E1,E1-GAP--0025.0-VS-TIE,selected_reversal_change,64,64,1,0.895395771487,1,0.0523021142564,0.104604228513,0.38,True,True,0.95,8,True,MAXIMUM_REACHED_PRECISION_FAILED,False,PRECISION_PASSED,NON_PROMOTED_EXPERIMENT_PRECISION_FAILED
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.90-BINDING_MID-VS-SLACK,allocation_l1,64,64,0.422209965158,0.361275438376,0.483144491941,0.0609345267823,0.121869053565,0.08,True,False,0.95,27,True,MAXIMUM_REACHED_PRECISION_FAILED,False,PRECISION_PASSED,NON_PROMOTED_EXPERIMENT_PRECISION_FAILED
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.90-BINDING_MID-VS-SLACK,cvar_loss,64,64,-38.1598107846,-45.4513570324,-30.8682645367,7.29154624785,14.5830924957,12,True,False,0.95,27,True,MAXIMUM_REACHED_PRECISION_FAILED,False,PRECISION_PASSED,NON_PROMOTED_EXPERIMENT_PRECISION_FAILED
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.90-BINDING_MID-VS-SLACK,selected_reversal_change,64,64,0.203125,0.0911342384211,0.393198126534,0.151031944057,0.302063888113,0.38,True,True,0.95,27,True,MAXIMUM_REACHED_PRECISION_FAILED,False,PRECISION_PASSED,NON_PROMOTED_EXPERIMENT_PRECISION_FAILED
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.90-JUST_BINDING-VS-SLACK,allocation_l1,64,64,0.0387386393317,0.033043138413,0.0444341402504,0.00569550091873,0.0113910018375,0.08,True,False,0.95,27,True,MAXIMUM_REACHED_PRECISION_FAILED,False,PRECISION_PASSED,NON_PROMOTED_EXPERIMENT_PRECISION_FAILED
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.90-JUST_BINDING-VS-SLACK,cvar_loss,64,64,-3.81598107846,-4.54513570324,-3.08682645367,0.729154624785,1.45830924957,12,True,False,0.95,27,True,MAXIMUM_REACHED_PRECISION_FAILED,False,PRECISION_PASSED,NON_PROMOTED_EXPERIMENT_PRECISION_FAILED
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.90-JUST_BINDING-VS-SLACK,selected_reversal_change,64,64,0.203125,0.0911342384211,0.393198126534,0.151031944057,0.302063888113,0.38,True,True,0.95,27,True,MAXIMUM_REACHED_PRECISION_FAILED,False,PRECISION_PASSED,NON_PROMOTED_EXPERIMENT_PRECISION_FAILED
