margin_pressure,tail_risk_pressure,budget_pressure,shared_pressure,boundary_pressure,stationarity_residual,risk_dual_eta,budget_dual,design_id,design_sha256,experiment_id,cell_id,replication_seed,crop_i,crop_j,mechanism_class
7.048200777777822,0.0,0.0,7.048200777777822,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R0-C1,202607222016,Corn,Soybean,MARGINAL_PRESSURE
7.0482007777777085,0.0,0.0,7.0482007777777085,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R1-C0,202607222001,Corn,Soybean,MARGINAL_PRESSURE
7.0482007777777085,0.0,0.0,7.0482007777777085,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R1-C0,202607222002,Corn,Soybean,MARGINAL_PRESSURE
7.0482007777769695,0.0,0.0,7.0482007777769695,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R1-C0,202607222003,Corn,Soybean,MARGINAL_PRESSURE
7.048200777777822,0.0,0.0,7.048200777777822,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R1-C0,202607222004,Corn,Soybean,MARGINAL_PRESSURE
7.048200777777595,0.0,0.0,7.048200777777595,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R1-C0,202607222005,Corn,Soybean,MARGINAL_PRESSURE
7.0482007777766285,0.0,0.0,7.0482007777766285,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R1-C0,202607222006,Corn,Soybean,MARGINAL_PRESSURE
7.048200777777765,0.0,0.0,7.048200777777765,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R1-C0,202607222007,Corn,Soybean,MARGINAL_PRESSURE
7.048200777777311,0.0,0.0,7.048200777777311,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R1-C0,202607222008,Corn,Soybean,MARGINAL_PRESSURE
7.048200777776515,0.0,0.0,7.048200777776515,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R1-C0,202607222009,Corn,Soybean,MARGINAL_PRESSURE
7.048200777776799,0.0,0.0,7.048200777776799,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R1-C0,202607222010,Corn,Soybean,MARGINAL_PRESSURE
7.048200777778675,0.0,0.0,7.048200777778675,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R1-C0,202607222011,Corn,Soybean,MARGINAL_PRESSURE
7.04820077777822,0.0,0.0,7.04820077777822,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R1-C0,202607222012,Corn,Soybean,MARGINAL_PRESSURE
7.048200777778391,0.0,0.0,7.048200777778391,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R1-C0,202607222013,Corn,Soybean,MARGINAL_PRESSURE
7.048200777778391,0.0,0.0,7.048200777778391,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R1-C0,202607222014,Corn,Soybean,MARGINAL_PRESSURE
7.0482007777769695,0.0,0.0,7.0482007777769695,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R1-C0,202607222015,Corn,Soybean,MARGINAL_PRESSURE
7.048200777777822,0.0,0.0,7.048200777777822,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R1-C0,202607222016,Corn,Soybean,MARGINAL_PRESSURE
7.0482007777777085,0.0,0.0,7.0482007777777085,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R1-C1,202607222001,Corn,Soybean,DIRECT_FORCING
7.0482007777777085,0.0,0.0,7.0482007777777085,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R1-C1,202607222002,Corn,Soybean,DIRECT_FORCING
7.0482007777769695,0.0,0.0,7.0482007777769695,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R1-C1,202607222003,Corn,Soybean,DIRECT_FORCING
7.048200777777822,0.0,0.0,7.048200777777822,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R1-C1,202607222004,Corn,Soybean,DIRECT_FORCING
7.048200777777595,0.0,0.0,7.048200777777595,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R1-C1,202607222005,Corn,Soybean,DIRECT_FORCING
7.0482007777766285,0.0,0.0,7.0482007777766285,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R1-C1,202607222006,Corn,Soybean,DIRECT_FORCING
7.048200777777765,0.0,0.0,7.048200777777765,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R1-C1,202607222007,Corn,Soybean,DIRECT_FORCING
7.048200777777311,0.0,0.0,7.048200777777311,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R1-C1,202607222008,Corn,Soybean,DIRECT_FORCING
7.048200777776515,0.0,0.0,7.048200777776515,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R1-C1,202607222009,Corn,Soybean,DIRECT_FORCING
7.048200777776799,0.0,0.0,7.048200777776799,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R1-C1,202607222010,Corn,Soybean,DIRECT_FORCING
7.048200777778675,0.0,0.0,7.048200777778675,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R1-C1,202607222011,Corn,Soybean,DIRECT_FORCING
7.04820077777822,0.0,0.0,7.04820077777822,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R1-C1,202607222012,Corn,Soybean,DIRECT_FORCING
7.048200777778391,0.0,0.0,7.048200777778391,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R1-C1,202607222013,Corn,Soybean,DIRECT_FORCING
7.048200777778391,0.0,0.0,7.048200777778391,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R1-C1,202607222014,Corn,Soybean,DIRECT_FORCING
7.0482007777769695,0.0,0.0,7.0482007777769695,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R1-C1,202607222015,Corn,Soybean,DIRECT_FORCING
7.048200777777822,0.0,0.0,7.048200777777822,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R1-C1,202607222016,Corn,Soybean,DIRECT_FORCING
7.0482007777777085,0.0,7.048200777777596,0.0,0.0,1.127986593019159e-13,0.0,0.036882264666549425,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B1-R0-C0,202607222001,Corn,Soybean,MARGINAL_PRESSURE
7.0482007777777085,0.0,7.048200777777511,0.0,0.0,1.971756091734278e-13,0.0,0.03688226466654898,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B1-R0-C0,202607222002,Corn,Soybean,MARGINAL_PRESSURE
7.0482007777769695,0.0,7.048200777776832,0.0,0.0,1.376676550535194e-13,0.0,0.03688226466654543,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B1-R0-C0,202607222003,Corn,Soybean,MARGINAL_PRESSURE
7.048200777777822,0.0,7.048200777777681,0.0,0.0,1.412203687323199e-13,0.0,0.03688226466654987,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B1-R0-C0,202607222004,Corn,Soybean,MARGINAL_PRESSURE
7.048200777777595,0.0,7.048200777777511,0.0,0.0,8.348877145181177e-14,0.0,0.03688226466654898,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B1-R0-C0,202607222005,Corn,Soybean,MARGINAL_PRESSURE
7.0482007777766285,0.0,7.048200777776408,0.0,0.0,2.2026824808563106e-13,0.0,0.03688226466654321,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B1-R0-C0,202607222006,Corn,Soybean,MARGINAL_PRESSURE
7.048200777777765,0.0,7.048200777777596,0.0,0.0,1.6964207816272392e-13,0.0,0.036882264666549425,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B1-R0-C0,202607222007,Corn,Soybean,MARGINAL_PRESSURE
7.048200777777311,0.0,7.048200777777256,0.0,0.0,5.417888360170764e-14,0.0,0.03688226466654765,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B1-R0-C0,202607222008,Corn,Soybean,MARGINAL_PRESSURE
7.048200777776515,0.0,7.048200777776323,0.0,0.0,1.9184653865522705e-13,0.0,0.03688226466654276,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B1-R0-C0,202607222009,Corn,Soybean,MARGINAL_PRESSURE
7.048200777776799,0.0,7.048200777776662,0.0,0.0,1.3677947663381929e-13,0.0,0.03688226466654454,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B1-R0-C0,202607222010,Corn,Soybean,MARGINAL_PRESSURE
7.048200777778675,0.0,7.048200777778614,0.0,0.0,6.039613253960852e-14,0.0,0.036882264666554754,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B1-R0-C0,202607222011,Corn,Soybean,MARGINAL_PRESSURE
7.04820077777822,0.0,7.04820077777819,0.0,0.0,3.019806626980426e-14,0.0,0.03688226466655253,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B1-R0-C0,202607222012,Corn,Soybean,MARGINAL_PRESSURE
7.048200777778391,0.0,7.0482007777783595,0.0,0.0,3.108624468950438e-14,0.0,0.03688226466655342,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B1-R0-C0,202607222013,Corn,Soybean,MARGINAL_PRESSURE
7.048200777778391,0.0,7.048200777778275,0.0,0.0,1.1546319456101628e-13,0.0,0.03688226466655298,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B1-R0-C0,202607222014,Corn,Soybean,MARGINAL_PRESSURE
7.0482007777769695,0.0,7.048200777776832,0.0,0.0,1.376676550535194e-13,0.0,0.03688226466654543,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B1-R0-C0,202607222015,Corn,Soybean,MARGINAL_PRESSURE
7.048200777777822,0.0,7.048200777777765,0.0,0.0,5.684341886080802e-14,0.0,0.03688226466655031,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B1-R0-C0,202607222016,Corn,Soybean,MARGINAL_PRESSURE
7.0482007777777085,0.0,7.0482007777777085,0.0,0.0,0.0,0.0,0.036882264666550015,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B1-R0-C1,202607222001,Corn,Soybean,MARGINAL_PRESSURE
7.0482007777777085,0.0,7.0482007777777085,0.0,0.0,0.0,0.0,0.036882264666550015,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B1-R0-C1,202607222002,Corn,Soybean,MARGINAL_PRESSURE
7.0482007777769695,0.0,7.04820077777697,0.0,0.0,-8.881784197001252e-16,0.0,0.03688226466654615,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B1-R0-C1,202607222003,Corn,Soybean,MARGINAL_PRESSURE
7.048200777777822,0.0,7.048200777777823,0.0,0.0,-8.881784197001252e-16,0.0,0.03688226466655061,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B1-R0-C1,202607222004,Corn,Soybean,MARGINAL_PRESSURE
7.048200777777595,0.0,7.048200777777595,0.0,0.0,0.0,0.0,0.03688226466654942,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B1-R0-C1,202607222005,Corn,Soybean,MARGINAL_PRESSURE
7.0482007777766285,0.0,7.048200777776628,0.0,0.0,8.881784197001252e-16,0.0,0.03688226466654436,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B1-R0-C1,202607222006,Corn,Soybean,MARGINAL_PRESSURE
7.048200777777765,0.0,7.048200777777765,0.0,0.0,0.0,0.0,0.03688226466655031,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B1-R0-C1,202607222007,Corn,Soybean,MARGINAL_PRESSURE
7.048200777777311,0.0,7.048200777777311,0.0,0.0,0.0,0.0,0.03688226466654793,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B1-R0-C1,202607222008,Corn,Soybean,MARGINAL_PRESSURE
