margin_pressure,tail_risk_pressure,budget_pressure,shared_pressure,boundary_pressure,stationarity_residual,risk_dual_eta,budget_dual,design_id,design_sha256,experiment_id,cell_id,replication_seed,crop_i,crop_j,mechanism_class
7.0482007777777085,0.0,0.0,0.0,7.0482007777777085,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R0-C0,202607222001,Corn,Soybean,INACTIVE_IN_CELL
7.0482007777777085,0.0,0.0,0.0,7.0482007777777085,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R0-C0,202607222002,Corn,Soybean,INACTIVE_IN_CELL
7.0482007777769695,0.0,0.0,0.0,7.0482007777769695,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R0-C0,202607222003,Corn,Soybean,INACTIVE_IN_CELL
7.048200777777822,0.0,0.0,0.0,7.048200777777822,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R0-C0,202607222004,Corn,Soybean,INACTIVE_IN_CELL
7.048200777777595,0.0,0.0,0.0,7.048200777777538,5.684341886080802e-14,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R0-C0,202607222005,Corn,Soybean,INACTIVE_IN_CELL
7.0482007777766285,0.0,0.0,0.0,7.048200777776572,5.684341886080802e-14,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R0-C0,202607222006,Corn,Soybean,INACTIVE_IN_CELL
7.048200777777765,0.0,0.0,0.0,7.048200777777765,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R0-C0,202607222007,Corn,Soybean,INACTIVE_IN_CELL
7.048200777777311,0.0,0.0,0.0,7.048200777777311,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R0-C0,202607222008,Corn,Soybean,INACTIVE_IN_CELL
7.048200777776515,0.0,0.0,0.0,7.048200777776515,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R0-C0,202607222009,Corn,Soybean,INACTIVE_IN_CELL
7.048200777776799,0.0,0.0,0.0,7.048200777776799,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R0-C0,202607222010,Corn,Soybean,INACTIVE_IN_CELL
7.048200777778675,0.0,0.0,0.0,7.048200777778675,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R0-C0,202607222011,Corn,Soybean,INACTIVE_IN_CELL
7.04820077777822,0.0,0.0,0.0,7.04820077777822,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R0-C0,202607222012,Corn,Soybean,INACTIVE_IN_CELL
7.048200777778391,0.0,0.0,0.0,7.048200777778391,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R0-C0,202607222013,Corn,Soybean,INACTIVE_IN_CELL
7.048200777778391,0.0,0.0,0.0,7.048200777778391,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R0-C0,202607222014,Corn,Soybean,INACTIVE_IN_CELL
7.0482007777769695,0.0,0.0,0.0,7.0482007777769695,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R0-C0,202607222015,Corn,Soybean,INACTIVE_IN_CELL
7.048200777777822,0.0,0.0,0.0,7.048200777777822,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R0-C0,202607222016,Corn,Soybean,INACTIVE_IN_CELL
7.0482007777777085,0.0,0.0,7.0482007777777085,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R0-C1,202607222001,Corn,Soybean,MARGINAL_PRESSURE
7.0482007777777085,0.0,0.0,7.0482007777777085,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R0-C1,202607222002,Corn,Soybean,MARGINAL_PRESSURE
7.0482007777769695,0.0,0.0,7.0482007777769695,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R0-C1,202607222003,Corn,Soybean,MARGINAL_PRESSURE
7.048200777777822,0.0,0.0,7.048200777777822,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R0-C1,202607222004,Corn,Soybean,MARGINAL_PRESSURE
7.048200777777595,0.0,0.0,7.048200777777595,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R0-C1,202607222005,Corn,Soybean,MARGINAL_PRESSURE
7.0482007777766285,0.0,0.0,7.0482007777766285,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R0-C1,202607222006,Corn,Soybean,MARGINAL_PRESSURE
7.048200777777765,0.0,0.0,7.048200777777765,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R0-C1,202607222007,Corn,Soybean,MARGINAL_PRESSURE
7.048200777777311,0.0,0.0,7.048200777777311,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R0-C1,202607222008,Corn,Soybean,MARGINAL_PRESSURE
7.048200777776515,0.0,0.0,7.048200777776515,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R0-C1,202607222009,Corn,Soybean,MARGINAL_PRESSURE
7.048200777776799,0.0,0.0,7.048200777776799,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R0-C1,202607222010,Corn,Soybean,MARGINAL_PRESSURE
7.048200777778675,0.0,0.0,7.048200777778675,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R0-C1,202607222011,Corn,Soybean,MARGINAL_PRESSURE
7.04820077777822,0.0,0.0,7.04820077777822,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R0-C1,202607222012,Corn,Soybean,MARGINAL_PRESSURE
7.048200777778391,0.0,0.0,7.048200777778391,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R0-C1,202607222013,Corn,Soybean,MARGINAL_PRESSURE
7.048200777778391,0.0,0.0,7.048200777778391,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R0-C1,202607222014,Corn,Soybean,MARGINAL_PRESSURE
7.0482007777769695,0.0,0.0,7.0482007777769695,0.0,0.0,0.0,0.0,CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2,E2-B0-R0-C1,202607222015,Corn,Soybean,MARGINAL_PRESSURE
