design_id,design_sha256,anchor_id,solver_method,solver_status,expected_profit,cvar_loss,selected_reversal,possible_reversal,universal_reversal,kkt_primal_residual,kkt_stationarity_residual,allocation_Corn,allocation_Soybean,allocation_Winter_Wheat,objective_difference_vs_highs,allocation_l1_vs_highs,solver_sensitivity_pass
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2-FULL-OPERATIONS,highs,optimal,375.6186843972134,-92.8584720917571,True,True,True,0.0,0.0,0.31764521193092615,0.6823547880690739,0.0,0.0,0.0,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2-FULL-OPERATIONS,highs-ds,optimal,375.6186843972134,-92.8584720917571,True,True,True,0.0,0.0,0.31764521193092615,0.6823547880690739,0.0,0.0,0.0,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E2-FULL-OPERATIONS,highs-ipm,optimal,375.6186843972134,-92.8584720917571,True,True,True,0.0,0.0,0.31764521193092615,0.6823547880690739,0.0,0.0,0.0,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3-BINDING-MID,highs,optimal,368.46629970374113,-34.930044639392534,False,False,False,1.1013412404281553e-13,1.7053025658242404e-13,0.7465584383762272,0.25344156162377285,0.0,0.0,0.0,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3-BINDING-MID,highs-ds,optimal,368.46629970374113,-34.930044639392534,False,False,False,1.1013412404281553e-13,1.7053025658242404e-13,0.7465584383762272,0.25344156162377285,0.0,0.0,0.0,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3-BINDING-MID,highs-ipm,optimal,368.46629970374113,-34.93004463939255,False,False,False,1.1368683772161603e-13,1.1368683772161603e-13,0.746558438376227,0.25344156162377296,0.0,0.0,2.220446049250313e-16,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E4-CLAYTON-T050,highs,optimal,374.0635468264056,-60.00000000000003,True,True,True,1.7763568394002505e-13,5.684341886080802e-14,0.13212770607569796,0.867872293924302,0.0,0.0,0.0,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E4-CLAYTON-T050,highs-ds,optimal,374.0635468264056,-60.00000000000003,True,True,True,1.7763568394002505e-13,5.684341886080802e-14,0.13212770607569796,0.867872293924302,0.0,0.0,0.0,True
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E4-CLAYTON-T050,highs-ipm,optimal,374.0635468264056,-60.00000000000006,True,True,True,3.552713678800501e-15,5.684341886080802e-14,0.1321277060756979,0.8678722939243021,0.0,0.0,1.6653345369377348e-16,True
