design_id,design_sha256,figure_id,panel_id,source_output,metric,group_id,value,ci_low,ci_high,n,promotion_eligibility,evidence_boundary
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,possible_reversal,E1:E1-GAP-+0000.0,1.0,,,64,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,possible_reversal,E1:E1-GAP-+0005.0,0.0,,,64,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,possible_reversal,E1:E1-GAP-+0025.0,0.0,,,64,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,possible_reversal,E1:E1-GAP-+0100.0,0.0,,,64,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,possible_reversal,E1:E1-GAP--0025.0,1.0,,,64,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,possible_reversal,E2:E2-B0-R0-C0,0.0,,,16,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,possible_reversal,E2:E2-B0-R0-C1,1.0,,,16,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,possible_reversal,E2:E2-B0-R1-C0,1.0,,,16,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,possible_reversal,E2:E2-B0-R1-C1,1.0,,,16,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,possible_reversal,E2:E2-B1-R0-C0,1.0,,,16,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,possible_reversal,E2:E2-B1-R0-C1,1.0,,,16,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,possible_reversal,E2:E2-B1-R1-C0,1.0,,,16,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,possible_reversal,E2:E2-B1-R1-C1,1.0,,,16,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,possible_reversal,E2:E2-CORN-BOUND-ANCHOR,1.0,,,16,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,possible_reversal,E3:E3-A0.90-BINDING_MID,0.203125,,,64,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,possible_reversal,E3:E3-A0.90-INFEASIBLE,0.0,,,64,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,possible_reversal,E3:E3-A0.90-JUST_BINDING,0.203125,,,64,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,possible_reversal,E3:E3-A0.90-SLACK,0.203125,,,64,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,possible_reversal,E3:E3-A0.90-STRONGLY_BINDING,0.984375,,,64,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,possible_reversal,E3:E3-A0.95-BINDING_MID,0.203125,,,64,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,possible_reversal,E3:E3-A0.95-INFEASIBLE,0.0,,,64,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,possible_reversal,E3:E3-A0.95-JUST_BINDING,0.203125,,,64,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,possible_reversal,E3:E3-A0.95-SLACK,0.203125,,,64,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,possible_reversal,E3:E3-A0.95-STRONGLY_BINDING,0.953125,,,64,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,possible_reversal,E3:E3-A0.99-BINDING_MID,0.265625,,,64,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,possible_reversal,E3:E3-A0.99-INFEASIBLE,0.0,,,64,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,possible_reversal,E3:E3-A0.99-JUST_BINDING,0.203125,,,64,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,possible_reversal,E3:E3-A0.99-SLACK,0.203125,,,64,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,possible_reversal,E3:E3-A0.99-STRONGLY_BINDING,0.859375,,,64,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,selected_reversal,ATTRIBUTION:NONE,0.5625,,,16,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,selected_reversal,ATTRIBUTION:dependence,0.6875,,,16,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,selected_reversal,ATTRIBUTION:dependence+margins,0.0,,,16,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,selected_reversal,ATTRIBUTION:dependence+margins+operations,1.0,,,16,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,selected_reversal,ATTRIBUTION:dependence+margins+operations+risk,1.0,,,16,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,selected_reversal,ATTRIBUTION:dependence+margins+risk,0.125,,,16,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,selected_reversal,ATTRIBUTION:dependence+operations,1.0,,,16,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,selected_reversal,ATTRIBUTION:dependence+operations+risk,1.0,,,16,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,selected_reversal,ATTRIBUTION:dependence+risk,1.0,,,16,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,selected_reversal,ATTRIBUTION:margins,0.0,,,16,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,selected_reversal,ATTRIBUTION:margins+operations,1.0,,,16,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,selected_reversal,ATTRIBUTION:margins+operations+risk,1.0,,,16,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,selected_reversal,ATTRIBUTION:margins+risk,0.0,,,16,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,selected_reversal,ATTRIBUTION:operations,1.0,,,16,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,selected_reversal,ATTRIBUTION:operations+risk,1.0,,,16,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,selected_reversal,ATTRIBUTION:risk,0.875,,,16,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,selected_reversal,E1:E1-GAP-+0000.0,0.515625,,,64,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,selected_reversal,E1:E1-GAP-+0005.0,0.0,,,64,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,selected_reversal,E1:E1-GAP-+0025.0,0.0,,,64,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,selected_reversal,E1:E1-GAP-+0100.0,0.0,,,64,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,selected_reversal,E1:E1-GAP--0025.0,1.0,,,64,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,selected_reversal,E2:E2-B0-R0-C0,0.0,,,16,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,selected_reversal,E2:E2-B0-R0-C1,1.0,,,16,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,selected_reversal,E2:E2-B0-R1-C0,1.0,,,16,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,selected_reversal,E2:E2-B0-R1-C1,1.0,,,16,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,selected_reversal,E2:E2-B1-R0-C0,1.0,,,16,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,selected_reversal,E2:E2-B1-R0-C1,1.0,,,16,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,selected_reversal,E2:E2-B1-R1-C0,1.0,,,16,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,selected_reversal,E2:E2-B1-R1-C1,1.0,,,16,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,selected_reversal,E2:E2-CORN-BOUND-ANCHOR,1.0,,,16,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,selected_reversal,E3:E3-A0.90-BINDING_MID,0.203125,,,64,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,selected_reversal,E3:E3-A0.90-INFEASIBLE,0.0,,,64,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,selected_reversal,E3:E3-A0.90-JUST_BINDING,0.203125,,,64,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,selected_reversal,E3:E3-A0.90-SLACK,0.203125,,,64,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,F2,FACE_CLASSIFICATION,optimal_faces.csv,selected_reversal,E3:E3-A0.90-STRONGLY_BINDING,0.984375,,,64,EXACT_FACE_AUDIT,SIMULATION_NOT_EMPIRICAL_EVIDENCE
