design_id,design_sha256,experiment_id,contrast_id,metric,check_n,finite_n,estimate,ci_low,ci_high,half_width,interval_width,precision_target,precision_pass,binary_metric,familywise_coverage,multiplicity_count,experiment_stopped_at_check,experiment_stop_reason,all_registered_primary_intervals_pass
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.99-BINDING_MID-VS-SLACK,selected_reversal_change,16,16,0.375,0.1210998032584037,0.7232029007478658,0.30105154874473106,0.6021030974894621,0.38,False,True,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.99-JUST_BINDING-VS-SLACK,allocation_l1,16,16,0.04807028130183397,0.021919079004157946,0.07422148359950999,0.02615120229767602,0.05230240459535204,0.08,True,False,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.99-JUST_BINDING-VS-SLACK,cvar_loss,16,16,-7.990169644314565,-12.629561117309905,-3.3507781713192246,4.6393914729953405,9.278782945990681,12.0,True,False,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.99-JUST_BINDING-VS-SLACK,selected_reversal_change,16,16,0.25,0.062132492985339405,0.6264729150271997,0.28217021102093015,0.5643404220418603,0.38,False,True,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.99-STRONGLY_BINDING-VS-SLACK,allocation_l1,16,16,1.2015476805327736,0.773184068980899,1.6299112920846484,0.42836361155187463,0.8567272231037493,0.08,False,False,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.99-STRONGLY_BINDING-VS-SLACK,cvar_loss,16,16,-151.81322324197632,-239.96166122888786,-63.66478525506477,88.14843798691155,176.2968759738231,12.0,False,False,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.99-STRONGLY_BINDING-VS-SLACK,selected_reversal_change,16,16,0.8125,0.4274867800197392,0.9617564599645869,0.2671348399724238,0.5342696799448476,0.38,False,True,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.90-BINDING_MID-VS-SLACK,allocation_l1,32,32,0.4246166201580771,0.33905273404159725,0.510180506274557,0.08556388611647986,0.17112777223295972,0.08,False,False,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.90-BINDING_MID-VS-SLACK,cvar_loss,32,32,-37.94261682460671,-48.39771195860565,-27.48752169060777,10.455095133998938,20.910190267997876,12.0,True,False,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.90-BINDING_MID-VS-SLACK,selected_reversal_change,32,32,0.1875,0.058426280713572726,0.46185245440727785,0.20171308684685257,0.40342617369370515,0.38,False,True,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.90-JUST_BINDING-VS-SLACK,allocation_l1,32,32,0.03908225109065197,0.030930665635214984,0.04723383654608895,0.008151585455436986,0.016303170910873972,0.08,True,False,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.90-JUST_BINDING-VS-SLACK,cvar_loss,32,32,-3.7942616824606463,-4.83977119586054,-2.7487521690607526,1.0455095133998935,2.091019026799787,12.0,True,False,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.90-JUST_BINDING-VS-SLACK,selected_reversal_change,32,32,0.1875,0.058426280713572726,0.46185245440727785,0.20171308684685257,0.40342617369370515,0.38,False,True,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.90-STRONGLY_BINDING-VS-SLACK,allocation_l1,32,32,1.0332895613848403,0.8308338587269466,1.235745264042734,0.2024557026578937,0.4049114053157874,0.08,False,False,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.90-STRONGLY_BINDING-VS-SLACK,cvar_loss,32,32,-72.09097196675276,-91.95565272135072,-52.226291212154806,19.86468075459796,39.72936150919592,12.0,False,False,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.90-STRONGLY_BINDING-VS-SLACK,selected_reversal_change,32,32,0.96875,0.7222808995666942,0.9973009977520301,0.13751004909266795,0.2750200981853359,0.38,True,True,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.95-BINDING_MID-VS-SLACK,allocation_l1,32,32,0.4223271680107631,0.32709312481888375,0.5175612112026424,0.09523404319187936,0.19046808638375873,0.08,False,False,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.95-BINDING_MID-VS-SLACK,cvar_loss,32,32,-46.947159276258176,-60.695663386836685,-33.19865516567967,13.748504110578509,27.497008221157017,12.0,False,False,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.95-BINDING_MID-VS-SLACK,selected_reversal_change,32,32,0.1875,0.058426280713572726,0.46185245440727785,0.20171308684685257,0.40342617369370515,0.38,False,True,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.95-JUST_BINDING-VS-SLACK,allocation_l1,32,32,0.038053667972015856,0.029252395966439186,0.046854939977592526,0.008801272005576672,0.017602544011153343,0.08,True,False,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.95-JUST_BINDING-VS-SLACK,cvar_loss,32,32,-4.6947159276258565,-6.069566338683703,-3.3198655165680098,1.3748504110578466,2.749700822115693,12.0,True,False,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.95-JUST_BINDING-VS-SLACK,selected_reversal_change,32,32,0.1875,0.058426280713572726,0.46185245440727785,0.20171308684685257,0.40342617369370515,0.38,False,True,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.95-STRONGLY_BINDING-VS-SLACK,allocation_l1,32,32,1.019665643810246,0.7850009778846727,1.2543303097358194,0.23466466592557336,0.4693293318511467,0.08,False,False,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.95-STRONGLY_BINDING-VS-SLACK,cvar_loss,32,32,-89.19960262489052,-115.32176043498968,-63.07744481479135,26.122157810099164,52.24431562019833,12.0,False,False,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.95-STRONGLY_BINDING-VS-SLACK,selected_reversal_change,32,32,0.90625,0.6425082336024555,0.9811294107404389,0.16931058856899173,0.33862117713798345,0.38,True,True,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.99-BINDING_MID-VS-SLACK,allocation_l1,32,32,0.5655584564287757,0.3690202926678682,0.7620966201896832,0.19653816376090746,0.3930763275218149,0.08,False,False,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.99-BINDING_MID-VS-SLACK,cvar_loss,32,32,-79.72048856367826,-106.54427267346216,-52.89670445389436,26.823784109783897,53.647568219567795,12.0,False,False,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.99-BINDING_MID-VS-SLACK,selected_reversal_change,32,32,0.25,0.09140762634684893,0.5248153617498315,0.21670386770149125,0.4334077354029825,0.38,False,True,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.99-JUST_BINDING-VS-SLACK,allocation_l1,32,32,0.0574435995149117,0.022734275024926982,0.09215292400489641,0.03470932448998472,0.06941864897996944,0.08,True,False,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.99-JUST_BINDING-VS-SLACK,cvar_loss,32,32,-7.972048856367799,-10.654427267346193,-5.2896704453894055,2.6823784109783935,5.364756821956787,12.0,True,False,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.99-JUST_BINDING-VS-SLACK,selected_reversal_change,32,32,0.1875,0.058426280713572726,0.46185245440727785,0.20171308684685257,0.40342617369370515,0.38,False,True,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.99-STRONGLY_BINDING-VS-SLACK,allocation_l1,32,32,1.2817893400443952,1.0349254517308857,1.5286532283579046,0.24686388831350953,0.49372777662701905,0.08,False,False,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.99-STRONGLY_BINDING-VS-SLACK,cvar_loss,32,32,-151.46892827098867,-202.43411807957807,-100.50373846239928,50.965189808589386,101.93037961717877,12.0,False,False,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.99-STRONGLY_BINDING-VS-SLACK,selected_reversal_change,32,32,0.875,0.6061134518565514,0.969552065998428,0.1817193070709383,0.3634386141418766,0.38,True,True,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.90-BINDING_MID-VS-SLACK,allocation_l1,48,48,0.43167791391285876,0.3655730711390027,0.4977827566867148,0.06610484277385603,0.13220968554771206,0.08,True,False,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.90-BINDING_MID-VS-SLACK,cvar_loss,48,48,-39.36333294907987,-47.370045635982585,-31.356620262177152,8.006712686902718,16.013425373805436,12.0,True,False,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.90-BINDING_MID-VS-SLACK,selected_reversal_change,48,48,0.16666666666666666,0.05997697834868129,0.38534259467204335,0.16268280816168101,0.32536561632336203,0.38,True,True,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.90-JUST_BINDING-VS-SLACK,allocation_l1,48,48,0.03946938991238153,0.033270673308612976,0.04566810651615009,0.006198716603768558,0.012397433207537115,0.08,True,False,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.90-JUST_BINDING-VS-SLACK,cvar_loss,48,48,-3.936333294907957,-4.737004563598228,-3.1356620262176857,0.8006712686902712,1.6013425373805423,12.0,True,False,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.90-JUST_BINDING-VS-SLACK,selected_reversal_change,48,48,0.16666666666666666,0.05997697834868129,0.38534259467204335,0.16268280816168101,0.32536561632336203,0.38,True,True,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.90-STRONGLY_BINDING-VS-SLACK,allocation_l1,48,48,1.04837523832438,0.8941924740793714,1.2025580025693887,0.1541827642450086,0.3083655284900172,0.08,False,False,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.90-STRONGLY_BINDING-VS-SLACK,cvar_loss,48,48,-74.79033260325178,-90.00308670836694,-59.57757849813663,15.21275410511515,30.4255082102303,12.0,False,False,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.90-STRONGLY_BINDING-VS-SLACK,selected_reversal_change,48,48,0.9791666666666666,0.7991510824953835,0.9982020312873249,0.0995254743959707,0.1990509487919414,0.38,True,True,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.95-BINDING_MID-VS-SLACK,allocation_l1,48,48,0.4312952532985423,0.35935048991013757,0.5032400166869471,0.07194476338840473,0.14388952677680947,0.08,True,False,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.95-BINDING_MID-VS-SLACK,cvar_loss,48,48,-49.62948611944683,-60.33729152244158,-38.92168071645208,10.707805402994753,21.415610805989505,12.0,True,False,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.95-BINDING_MID-VS-SLACK,selected_reversal_change,48,48,0.16666666666666666,0.05997697834868129,0.38534259467204335,0.16268280816168101,0.32536561632336203,0.38,True,True,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.95-JUST_BINDING-VS-SLACK,allocation_l1,48,48,0.03913330942836123,0.03237937334981296,0.04588724550690951,0.006753936078548277,0.013507872157096553,0.08,True,False,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.95-JUST_BINDING-VS-SLACK,cvar_loss,48,48,-4.962948611944729,-6.033729152244207,-3.8921680716452505,1.0707805402994783,2.1415610805989567,12.0,True,False,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.95-JUST_BINDING-VS-SLACK,selected_reversal_change,48,48,0.16666666666666666,0.05997697834868129,0.38534259467204335,0.16268280816168101,0.32536561632336203,0.38,True,True,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.95-STRONGLY_BINDING-VS-SLACK,allocation_l1,48,48,1.0414551152078702,0.8660870852229401,1.2168231451928002,0.1753680299849301,0.3507360599698602,0.08,False,False,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.95-STRONGLY_BINDING-VS-SLACK,cvar_loss,48,48,-94.29602362694895,-114.64085389263897,-73.95119336125893,20.344830265690018,40.689660531380035,12.0,False,False,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.95-STRONGLY_BINDING-VS-SLACK,selected_reversal_change,48,48,0.9375,0.7405446092616558,0.9874734511486435,0.12346442094349386,0.24692884188698772,0.38,True,True,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.99-BINDING_MID-VS-SLACK,allocation_l1,48,48,0.5721877775533962,0.4291317808840398,0.7152437742227526,0.1430559966693564,0.2861119933387128,0.08,False,False,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.99-BINDING_MID-VS-SLACK,cvar_loss,48,48,-87.00555168171873,-109.2227150252812,-64.78838833815625,22.21716334356248,44.43432668712496,12.0,False,False,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.99-BINDING_MID-VS-SLACK,selected_reversal_change,48,48,0.22916666666666666,0.09649492223833675,0.45282723084100196,0.1781661543013326,0.3563323086026652,0.38,True,True,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.99-JUST_BINDING-VS-SLACK,allocation_l1,48,48,0.054794089219775355,0.03185212634194583,0.07773605209760488,0.02294196287782953,0.04588392575565906,0.08,True,False,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.99-JUST_BINDING-VS-SLACK,cvar_loss,48,48,-8.700555168171846,-10.922271502528094,-6.4788388338155976,2.221716334356248,4.443432668712496,12.0,True,False,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.99-JUST_BINDING-VS-SLACK,selected_reversal_change,48,48,0.16666666666666666,0.05997697834868129,0.38534259467204335,0.16268280816168101,0.32536561632336203,0.38,True,True,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.99-STRONGLY_BINDING-VS-SLACK,allocation_l1,48,48,1.2831813245551353,1.0878045995027108,1.4785580496075599,0.1953767250524245,0.390753450104849,0.08,False,False,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.99-STRONGLY_BINDING-VS-SLACK,cvar_loss,48,48,-165.31054819526568,-207.52315854803442,-123.09793784249695,42.212610352768735,84.42522070553747,12.0,False,False,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.99-STRONGLY_BINDING-VS-SLACK,selected_reversal_change,48,48,0.875,0.6625394584353113,0.9614760219163736,0.14946828174053117,0.29893656348106235,0.38,True,True,0.95,27,False,CONTINUE,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.90-BINDING_MID-VS-SLACK,allocation_l1,64,64,0.4222099651582011,0.36127543837586046,0.4831444919405417,0.060934526782340626,0.12186905356468125,0.08,True,False,0.95,27,True,MAXIMUM_REACHED_PRECISION_FAILED,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.90-BINDING_MID-VS-SLACK,cvar_loss,64,64,-38.15981078457406,-45.451357032426095,-30.86826453672203,7.291546247852032,14.583092495704063,12.0,True,False,0.95,27,True,MAXIMUM_REACHED_PRECISION_FAILED,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.90-BINDING_MID-VS-SLACK,selected_reversal_change,64,64,0.203125,0.09113423842105967,0.39319812653408703,0.15103194405651368,0.30206388811302737,0.38,True,True,0.95,27,True,MAXIMUM_REACHED_PRECISION_FAILED,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.90-JUST_BINDING-VS-SLACK,allocation_l1,64,64,0.03873863933167925,0.03304313841295143,0.044434140250407074,0.005695500918727823,0.011391001837455646,0.08,True,False,0.95,27,True,MAXIMUM_REACHED_PRECISION_FAILED,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.90-JUST_BINDING-VS-SLACK,cvar_loss,64,64,-3.8159810784573676,-4.545135703242572,-3.0868264536721632,0.7291546247852043,1.4583092495704086,12.0,True,False,0.95,27,True,MAXIMUM_REACHED_PRECISION_FAILED,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.90-JUST_BINDING-VS-SLACK,selected_reversal_change,64,64,0.203125,0.09113423842105967,0.39319812653408703,0.15103194405651368,0.30206388811302737,0.38,True,True,0.95,27,True,MAXIMUM_REACHED_PRECISION_FAILED,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.90-STRONGLY_BINDING-VS-SLACK,allocation_l1,64,64,1.0242182886822762,0.880974036815064,1.1674625405494883,0.1432442518672121,0.2864885037344242,0.08,False,False,0.95,27,True,MAXIMUM_REACHED_PRECISION_FAILED,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.90-STRONGLY_BINDING-VS-SLACK,cvar_loss,64,64,-72.50364049069074,-86.3575783616096,-58.64970261977189,13.853937870918854,27.707875741837707,12.0,False,False,0.95,27,True,MAXIMUM_REACHED_PRECISION_FAILED,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.90-STRONGLY_BINDING-VS-SLACK,selected_reversal_change,64,64,0.984375,0.8427004225887751,0.9986520345896697,0.07797580600044729,0.15595161200089458,0.38,True,True,0.95,27,True,MAXIMUM_REACHED_PRECISION_FAILED,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.95-BINDING_MID-VS-SLACK,allocation_l1,64,64,0.4228099920329811,0.3574961915448145,0.4881237925211477,0.0653138004881666,0.1306276009763332,0.08,True,False,0.95,27,True,MAXIMUM_REACHED_PRECISION_FAILED,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.95-BINDING_MID-VS-SLACK,cvar_loss,64,64,-47.863078559150225,-57.42291292144209,-38.30324419685836,9.559834362291868,19.119668724583736,12.0,True,False,0.95,27,True,MAXIMUM_REACHED_PRECISION_FAILED,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.95-BINDING_MID-VS-SLACK,selected_reversal_change,64,64,0.203125,0.09113423842105967,0.39319812653408703,0.15103194405651368,0.30206388811302737,0.38,True,True,0.95,27,True,MAXIMUM_REACHED_PRECISION_FAILED,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.95-JUST_BINDING-VS-SLACK,allocation_l1,64,64,0.03835241730353624,0.032190111111783895,0.04451472349528858,0.006162306191752344,0.012324612383504688,0.08,True,False,0.95,27,True,MAXIMUM_REACHED_PRECISION_FAILED,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.95-JUST_BINDING-VS-SLACK,cvar_loss,64,64,-4.786307855915069,-5.74229129214426,-3.830324419685879,0.9559834362291906,1.9119668724583812,12.0,True,False,0.95,27,True,MAXIMUM_REACHED_PRECISION_FAILED,False
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.95-JUST_BINDING-VS-SLACK,selected_reversal_change,64,64,0.203125,0.09113423842105967,0.39319812653408703,0.15103194405651368,0.30206388811302737,0.38,True,True,0.95,27,True,MAXIMUM_REACHED_PRECISION_FAILED,False
