design_id,design_sha256,experiment_id,contrast_id,metric,check_n,finite_n,estimate,ci_low,ci_high,half_width,interval_width,precision_target,precision_pass,binary_metric,familywise_coverage,multiplicity_count,experiment_stopped_at_check,experiment_stop_reason,all_registered_primary_intervals_pass,evidence_status
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.95-STRONGLY_BINDING-VS-SLACK,allocation_l1,64,64,1.0251488417676593,0.8685232144290129,1.1817744691063057,0.15662562733864643,0.31325125467729287,0.08,False,False,0.95,27,True,MAXIMUM_REACHED_PRECISION_FAILED,False,PRECISION_FAILED
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.95-STRONGLY_BINDING-VS-SLACK,cvar_loss,64,64,-90.9398492623854,-109.10353455073994,-72.77616397403085,18.163685288354547,36.32737057670909,12.0,False,False,0.95,27,True,MAXIMUM_REACHED_PRECISION_FAILED,False,PRECISION_FAILED
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.95-STRONGLY_BINDING-VS-SLACK,selected_reversal_change,64,64,0.953125,0.7964466374277501,0.9906250160617627,0.09708918931700627,0.19417837863401255,0.38,True,True,0.95,27,True,MAXIMUM_REACHED_PRECISION_FAILED,False,PRECISION_PASSED
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.99-BINDING_MID-VS-SLACK,allocation_l1,64,64,0.5698354225492068,0.44327562825661815,0.6963952168417955,0.1265597942925887,0.2531195885851774,0.08,False,False,0.95,27,True,MAXIMUM_REACHED_PRECISION_FAILED,False,PRECISION_FAILED
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.99-BINDING_MID-VS-SLACK,cvar_loss,64,64,-85.18651480233086,-104.66283783179719,-65.71019177286453,19.47632302946632,38.95264605893264,12.0,False,False,0.95,27,True,MAXIMUM_REACHED_PRECISION_FAILED,False,PRECISION_FAILED
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.99-BINDING_MID-VS-SLACK,selected_reversal_change,64,64,0.265625,0.1333431018849044,0.45955087044810616,0.16310388428160089,0.32620776856320177,0.38,True,True,0.95,27,True,MAXIMUM_REACHED_PRECISION_FAILED,False,PRECISION_PASSED
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.99-JUST_BINDING-VS-SLACK,allocation_l1,64,64,0.05294825866403953,0.03527342527480074,0.07062309205327832,0.017674833389238788,0.035349666778477576,0.08,True,False,0.95,27,True,MAXIMUM_REACHED_PRECISION_FAILED,False,PRECISION_PASSED
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.99-JUST_BINDING-VS-SLACK,cvar_loss,64,64,-8.51865148023306,-10.466283783179692,-6.571019177286429,1.9476323029466323,3.8952646058932645,12.0,True,False,0.95,27,True,MAXIMUM_REACHED_PRECISION_FAILED,False,PRECISION_PASSED
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.99-JUST_BINDING-VS-SLACK,selected_reversal_change,64,64,0.203125,0.09113423842105967,0.39319812653408703,0.15103194405651368,0.30206388811302737,0.38,True,True,0.95,27,True,MAXIMUM_REACHED_PRECISION_FAILED,False,PRECISION_PASSED
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.99-STRONGLY_BINDING-VS-SLACK,allocation_l1,64,64,1.2733472070490683,1.096856122990454,1.4498382911076826,0.1764910840586143,0.3529821681172286,0.08,False,False,0.95,27,True,MAXIMUM_REACHED_PRECISION_FAILED,False,PRECISION_FAILED
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.99-STRONGLY_BINDING-VS-SLACK,cvar_loss,64,64,-161.8543781244287,-198.85939188041476,-124.84936436844266,37.00501375598604,74.01002751197208,12.0,False,False,0.95,27,True,MAXIMUM_REACHED_PRECISION_FAILED,False,PRECISION_FAILED
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E3,E3-A0.99-STRONGLY_BINDING-VS-SLACK,selected_reversal_change,64,64,0.859375,0.6774813043081858,0.9467479381145314,0.13463331690317282,0.26926663380634563,0.38,True,True,0.95,27,True,MAXIMUM_REACHED_PRECISION_FAILED,False,PRECISION_PASSED
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E4,E4-CLAYTON-T0.25-VS-T0.00,allocation_l1,64,62,0.7032756714504843,0.45239324679110304,0.9541580961098656,0.25088242465938126,0.5017648493187625,0.08,False,False,0.95,18,True,MAXIMUM_REACHED_PRECISION_FAILED,False,PRECISION_FAILED
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E4,E4-CLAYTON-T0.25-VS-T0.00,cvar_loss,64,62,4.59752651536441,-9.695528035633089,18.890581066361907,14.293054550997498,28.586109101994996,12.0,False,False,0.95,18,True,MAXIMUM_REACHED_PRECISION_FAILED,False,PRECISION_FAILED
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E4,E4-CLAYTON-T0.25-VS-T0.00,selected_reversal_change,64,62,0.25806451612903225,0.13021420211354454,0.4469407311196376,0.15836326450304655,0.3167265290060931,0.38,False,True,0.95,18,True,MAXIMUM_REACHED_PRECISION_FAILED,False,PRECISION_FAILED
CRR-STAGEII-CONFIRM-2026-07-22,21c5b970e734ed79636df2f3882d4d85460c5efa40b88e59b9b9a3f34a25c0ff,E4,E4-CLAYTON-T0.50-VS-T0.25,allocation_l1,64,58,0.6636121166890677,0.46269673877416373,0.8645274946039717,0.20091537791490396,0.40183075582980793,0.08,False,False,0.95,18,True,MAXIMUM_REACHED_PRECISION_FAILED,False,PRECISION_FAILED
